"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","11/283","237/18805",0.0464135021097046,3.08411981333214,3.99106398738925,0.00096694681220332,0.0300537522711843,0.0235936856121303,"9181/672/7042/50486/5027/3162/9966/3082/23017/3592/4803",11
"GO:0043266","GO:0043266","regulation of potassium ion transport","7/283","104/18805",0.0673076923076923,4.47251291111715,4.38937335283222,0.000994846134334666,0.0305482651656436,0.0239819027524641,"23327/10008/287/150/845/3787/134",7
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","11/283","238/18805",0.046218487394958,3.0711613267215,3.97471448169641,0.00100056636629499,0.0305482651656436,0.0239819027524641,"1382/23767/8153/6387/10371/23327/80031/1901/7422/6662/2263",11
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","4/283","30/18805",0.133333333333333,8.85983510011779,5.32547669158691,0.00101091495925745,0.0305934790301598,0.024017397877834,"7472/6662/340419/2263",4
"GO:0048592","GO:0048592","eye morphogenesis","9/283","168/18805",0.0535714285714286,3.55975517415447,4.11945219034312,0.00102685197533271,0.0308055592599814,0.0241838913732821,"6659/7422/2048/50937/197021/7472/6662/148398/220",9
"GO:0001666","GO:0001666","response to hypoxia","13/283","316/18805",0.0411392405063291,2.73365165272622,3.84169663429689,0.00105386967648294,0.0310394882396714,0.0243675372206482,"7412/6659/6387/3976/360/7042/5581/7422/64506/134/5743/2263/5228",13
"GO:0042476","GO:0042476","odontogenesis","8/283","136/18805",0.0588235294117647,3.90875077946373,4.20813668836479,0.001065806171877,0.0310394882396714,0.0243675372206482,"1277/360/7042/10468/4982/340419/2263/3714",8
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","6/283","77/18805",0.0779220779220779,5.17782570786104,4.54071641375261,0.00106787766121338,0.0310394882396714,0.0243675372206482,"338773/55603/4086/126820/7422/3082",6
"GO:0051963","GO:0051963","regulation of synapse assembly","9/283","169/18805",0.0532544378698225,3.53869153407071,4.09780544566125,0.00107063742044084,0.0310394882396714,0.0243675372206482,"26045/23767/2048/84189/2049/8292/57633/54674/40",9
"GO:0045986","GO:0045986","negative regulation of smooth muscle contraction","3/283","14/18805",0.214285714285714,14.2390206966179,6.12518671288568,0.00108549686850796,0.0312080349696039,0.0244998547602718,"143872/150/5743",3
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","4/283","31/18805",0.129032258064516,8.57403396785592,5.21679880531523,0.0011470707225099,0.032437655677534,0.0254651679811731,"9096/6324/287/845",4
"GO:1900746","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","4/283","31/18805",0.129032258064516,8.57403396785592,5.21679880531523,0.0011470707225099,0.032437655677534,0.0254651679811731,"6091/7422/10077/3592",4
"GO:0048639","GO:0048639","positive regulation of developmental growth","9/283","171/18805",0.0526315789473684,3.49730332899386,4.05499856452027,0.00116274573038125,0.0326135997545959,0.0256032928050573,"1382/8153/6387/23327/7422/57731/7472/2263/5357",9
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","7/283","108/18805",0.0648148148148148,4.30686428477948,4.2600695008132,0.0012411620255438,0.0345323305494042,0.027109591610562,"6091/7422/2048/2049/2044/2263/5228",7
"GO:0061036","GO:0061036","positive regulation of cartilage development","4/283","32/18805",0.125,8.30609540636042,5.11290692935542,0.00129557440176611,0.0356968474774823,0.0280237951364034,"4086/5593/8200/6662",4
"GO:0045685","GO:0045685","regulation of glial cell differentiation","6/283","80/18805",0.075,4.98365724381625,4.41357431750979,0.00130371095135153,0.0356968474774823,0.0280237951364034,"3976/11221/1959/146433/26011/118738",6
"GO:0047484","GO:0047484","regulation of response to osmotic stress","3/283","15/18805",0.2,13.2897526501767,5.88572248067482,0.00134183632110764,0.0361666820923543,0.0283926386037002,"9181/624/5743",3
"GO:0050930","GO:0050930","induction of positive chemotaxis","3/283","15/18805",0.2,13.2897526501767,5.88572248067482,0.00134183632110764,0.0361666820923543,0.0283926386037002,"6387/7422/5228",3
"GO:0042472","GO:0042472","inner ear morphogenesis","7/283","110/18805",0.0636363636363636,4.22855766141985,4.19774984390047,0.00138100059207215,0.0369337367647202,0.0289948145524409,"9096/2048/84189/6662/2263/5357/220",7
"GO:0060425","GO:0060425","lung morphogenesis","5/283","55/18805",0.0909090909090909,6.04079665917122,4.6275837416997,0.00140189782564587,0.0372042115267557,0.0292071506509054,"3976/7472/6662/340419/2263",5
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","4/283","33/18805",0.121212121212121,8.05439554556162,5.01344094383943,0.00145700518995469,0.0383715107278144,0.0301235383989829,"6091/7422/10077/3592",4
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","8/283","143/18805",0.0559440559440559,3.71741332872075,4.03198610269578,0.00147082678660023,0.03843591488645,0.0301740988567005,"6536/1193/23327/5581/10008/2048/150/845",8
"GO:0030500","GO:0030500","regulation of bone mineralization","6/283","82/18805",0.0731707317073171,4.86210462811342,4.33229121138447,0.00148173237098488,0.03843591488645,0.0301740988567005,"338773/55603/1901/5027/6662/1230",6
"GO:0036293","GO:0036293","response to decreased oxygen levels","13/283","330/18805",0.0393939393939394,2.61767855230753,3.66464046698172,0.00155474138197383,0.0400287893120129,0.0314245842562347,"7412/6659/6387/3976/360/7042/5581/7422/64506/134/5743/2263/5228",13
"GO:0021953","GO:0021953","central nervous system neuron differentiation","10/283","215/18805",0.0465116279069767,3.09064015120388,3.8109497384385,0.00160335892390073,0.0409747280552408,0.0321671930697589,"7846/6324/6091/2048/57731/2049/23017/7472/2263/85442",10
"GO:0045779","GO:0045779","negative regulation of bone resorption","3/283","16/18805",0.1875,12.4591431095406,5.66806341350134,0.00163320508933255,0.0414305702808625,0.032525051817745,"338773/5027/4982",3
"GO:0032147","GO:0032147","activation of protein kinase activity","5/283","57/18805",0.087719298245614,5.82883888165644,4.51312195722083,0.00164671957845594,0.0414684857348393,0.0325548173289829,"7042/114/9966/150/63967",5
"GO:0050920","GO:0050920","regulation of chemotaxis","10/283","217/18805",0.0460829493087558,3.06215498851997,3.7766717284053,0.00171703079222223,0.0429257698055558,0.0336988575773288,"4856/6387/1901/7130/6091/7422/146433/3592/5228/1230",10
"GO:0038063","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","5/283","58/18805",0.0862068965517241,5.72834165955891,4.45791061600107,0.00178025282356824,0.0433134330385113,0.0340031924357253,"1277/2048/2049/2044/2263",5
"GO:0061178","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","5/283","58/18805",0.0862068965517241,5.72834165955891,4.45791061600107,0.00178025282356824,0.0433134330385113,0.0340031924357253,"8111/5581/114/150/2044",5
"GO:0014855","GO:0014855","striated muscle cell proliferation","6/283","85/18805",0.0705882352941176,4.69050093535648,4.21518130572507,0.00178275579462858,0.0433134330385113,0.0340031924357253,"4086/7042/3082/7472/26011/2263",6
"GO:0086003","GO:0086003","cardiac muscle cell contraction","6/283","85/18805",0.0705882352941176,4.69050093535648,4.21518130572507,0.00178275579462858,0.0433134330385113,0.0340031924357253,"6324/23327/6444/10008/287/134",6
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","4/283","35/18805",0.114285714285714,7.59414437152953,4.82652695831937,0.00182095194032292,0.0439320573014971,0.0344888431538526,"3162/7422/57381/5743",4
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","6/283","86/18805",0.0697674418604651,4.63596022680582,4.17735540794951,0.00189273357109676,0.0453467418075265,0.0355994406318126,"9181/672/3162/3082/23017/4803",6
"GO:0086009","GO:0086009","membrane repolarization","5/283","59/18805",0.0847457627118644,5.63125112295622,4.40397078397695,0.00192155057118888,0.045406503223299,0.0356463563061932,"6324/23327/10008/287/845",5
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","5/283","59/18805",0.0847457627118644,5.63125112295622,4.40397078397695,0.00192155057118888,0.045406503223299,0.0356463563061932,"1193/287/57620/150/845",5
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","3/283","17/18805",0.176470588235294,11.7262523383912,5.46898325539213,0.00196123559539308,0.0457512874624647,0.0359170290285039,"6387/10371/7422",3
"GO:0010001","GO:0010001","glial cell differentiation","11/283","259/18805",0.0424710424710425,2.82214824617651,3.64991592563907,0.00196266392592602,0.0457512874624647,0.0359170290285039,"6659/3976/11221/7846/1959/26227/8613/146433/6662/26011/118738",11
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","13/283","340/18805",0.0382352941176471,2.54068800665142,3.54367515296785,0.00202217843341955,0.0465660533510802,0.0365566606475452,"6659/3976/11221/8111/7130/4982/146433/1960/8651/10234/8744/814/1230",13
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","4/283","36/18805",0.111111111111111,7.38319591676482,4.73852587620129,0.00202461101526435,0.0465660533510802,0.0365566606475452,"3976/55366/7422/6662",4
"GO:0048012","GO:0048012","hepatocyte growth factor receptor signaling pathway","5/283","60/18805",0.0833333333333333,5.53739693757362,4.35125039275111,0.00207087670270827,0.0473147326115466,0.0371444109868831,"2048/3082/2049/2044/2263",5
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","8/283","152/18805",0.0526315789473684,3.49730332899386,3.82114170920755,0.00216133048908457,0.0490565143904065,0.0385117960416524,"6387/623/7422/146433/3592/6355/5228/1230",8
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","5/283","61/18805",0.0819672131147541,5.446619938597,4.29970034569729,0.00222849620147566,0.0492994442554832,0.0387025080303153,"4086/7042/7472/26011/2263",5
"GO:0071772","GO:0071772","response to BMP","9/283","188/18805",0.0478723404255319,3.18105781520186,3.71505846092918,0.00223300916864009,0.0492994442554832,0.0387025080303153,"4086/7130/10468/8200/168667/6662/25884/130399/23090",9
"GO:0071773","GO:0071773","cellular response to BMP stimulus","9/283","188/18805",0.0478723404255319,3.18105781520186,3.71505846092918,0.00223300916864009,0.0492994442554832,0.0387025080303153,"4086/7130/10468/8200/168667/6662/25884/130399/23090",9
"GO:0003230","GO:0003230","cardiac atrium development","4/283","37/18805",0.108108108108108,7.18365008117658,4.65383701588098,0.00224348195597416,0.0492994442554832,0.0387025080303153,"6659/7042/287/7472",4
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","4/283","37/18805",0.108108108108108,7.18365008117658,4.65383701588098,0.00224348195597416,0.0492994442554832,0.0387025080303153,"6324/2048/57731/2049",4
