symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
Prss50,-0.026,0.940,2.498,0.000,1.551,0.893,1.229,1.762
Prss51,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Prss52,0.248,0.217,0.000,0.000,0.000,0.568,0.171,0.000
Prss53,0.434,0.166,2.504,0.857,1.957,3.878,2.216,2.777
Prss54,0.124,0.374,0.000,0.000,0.000,0.000,0.369,0.000
Prss55,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Prss56,0.000,1.000,0.000,0.000,1.417,0.259,0.233,0.941
Prss57,-0.551,0.258,0.070,7.415,5.319,0.635,2.183,1.180
Prss58,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Prss8,0.050,0.870,0.000,0.969,0.000,0.000,0.421,0.710
Prtg,0.109,0.688,1.607,0.399,0.314,1.065,1.129,0.677
Prtn3,-0.097,0.374,0.000,0.000,0.316,0.000,0.000,0.000
Prune,0.046,0.677,7.882,7.446,6.439,6.685,9.012,6.927
Prune2,-0.029,0.763,2.526,2.518,1.921,2.312,2.541,1.729
Prx,-0.168,0.096,0.858,0.857,1.107,0.500,0.483,0.839
Psap,-0.098,0.438,543.900,640.717,759.541,579.012,626.076,530.560
Psapl1,0.052,0.374,0.000,0.000,0.000,0.000,0.000,0.157
Psat1,0.058,0.850,9.364,17.168,6.160,13.899,11.265,8.882
Psca,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psd,0.049,0.765,20.178,18.453,27.662,20.032,24.593,24.529
Psd2,0.117,0.496,2.977,4.240,4.913,5.202,4.971,3.570
Psd3,0.205,0.498,6.058,9.715,3.345,9.803,6.631,6.769
Psd4,-0.010,0.948,0.389,0.000,0.436,0.519,0.155,0.115
Psen1,0.145,0.071,25.736,24.265,27.602,28.445,30.806,29.171
Psen2,-0.230,0.345,17.256,21.817,32.597,15.983,15.364,22.695
Psenen,0.033,0.913,84.492,149.772,50.798,100.937,88.951,98.310
Psg16,0.132,0.694,0.627,0.000,0.461,0.358,1.274,0.000
Psg17,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg18,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg19,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg20,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg21,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg22,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg23,-0.257,0.411,1.452,0.000,1.713,0.942,0.353,0.297
Psg25,0.017,0.374,0.000,0.000,0.000,0.000,0.000,0.051
Psg26,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg27,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psg28,0.024,0.446,0.049,0.000,0.000,0.000,0.079,0.042
Psg29,0.004,0.647,0.017,0.000,0.000,0.000,0.013,0.014
Psg-ps1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Psip1,0.156,0.310,30.570,29.301,18.932,28.056,32.311,29.929
Pskh1,-0.002,0.984,13.671,11.537,12.822,11.620,10.643,15.302
Psma1,0.080,0.797,26.661,52.169,19.343,36.933,28.749,38.329
Psma2,0.214,0.325,49.716,69.956,52.045,51.584,69.105,85.468
Psma3,0.120,0.601,63.532,53.528,28.527,50.210,51.948,58.987
Psma4,0.117,0.575,39.066,64.132,32.167,50.936,47.733,50.123
Psma5,0.386,0.104,39.473,34.792,20.877,48.429,39.573,43.181
Psma6,0.262,0.023,58.554,64.735,70.727,79.379,85.835,77.824
Psma7,-0.031,0.871,114.532,149.196,149.328,106.523,112.189,176.917
Psma8,0.251,0.666,2.917,0.000,0.339,0.312,2.203,2.319
Psmb1,-0.210,0.241,118.835,189.796,124.480,101.841,102.578,131.714
Psmb10,-0.111,0.490,50.134,69.943,67.679,40.954,58.520,65.096
Psmb11,0.138,0.434,0.065,0.229,0.209,0.322,0.017,0.635
Psmb2,0.302,0.238,37.942,61.756,28.018,49.834,55.829,58.377
Psmb3,-0.251,0.229,183.410,208.153,169.028,97.074,115.327,201.666
Psmb4,0.031,0.807,151.458,182.076,175.765,149.378,160.243,209.548
Psmb5,0.203,0.200,90.557,99.780,94.775,117.581,89.594,132.620
Psmb6,-0.194,0.088,134.457,162.706,171.765,119.523,115.127,138.433
Psmb7,0.579,0.050,101.895,62.735,69.776,105.539,120.540,142.800
Psmb8,0.071,0.591,43.583,52.668,49.355,47.595,44.213,62.477
Psmb9,0.171,0.405,26.861,24.687,25.005,22.903,27.328,39.009
Psmc1,0.046,0.782,86.484,90.147,51.787,71.390,79.399,84.610
Psmc2,-0.049,0.758,51.917,55.819,32.722,38.094,45.150,48.138
Psmc3,-0.181,0.141,128.366,143.549,168.727,116.405,109.625,130.824
Psmc3ip,0.049,0.932,2.932,0.000,2.052,1.091,4.017,0.287
Psmc4,0.017,0.858,65.951,63.856,64.626,75.922,58.585,61.082
Psmc5,-0.051,0.648,103.820,90.654,113.822,84.148,98.740,107.076
Psmc6,0.206,0.507,30.074,30.425,9.244,26.208,27.985,29.013
Psmd1,-0.191,0.344,56.612,85.571,43.781,47.943,47.384,51.864
Psmd10,-0.095,0.826,11.195,19.251,4.112,4.832,11.098,14.410
Psmd11,0.223,0.296,24.441,45.082,28.012,39.120,35.190,43.679
Psmd12,-0.016,0.933,29.337,44.896,24.289,31.610,28.258,35.404
Psmd13,0.002,0.982,39.936,43.498,36.677,36.842,35.508,46.553
Psmd14,0.107,0.500,24.420,25.434,16.441,28.260,21.939,22.423
Psmd2,-0.073,0.563,72.567,61.850,77.540,75.647,56.357,62.478
Psmd3,-0.100,0.429,57.533,79.723,71.920,52.817,60.822,72.085
Psmd4,-0.273,0.204,100.660,130.722,174.668,81.061,98.533,112.316
Psmd5,0.355,0.065,9.174,11.616,11.741,16.857,15.556,12.188
Psmd6,0.213,0.320,20.500,27.364,20.025,22.077,24.589,35.205
Psmd7,-0.085,0.449,60.966,61.454,76.281,65.529,59.220,55.107
Psmd8,0.035,0.771,59.830,72.429,52.627,64.983,53.039,70.676
Psmd9,-0.477,0.023,11.840,12.022,17.237,6.859,6.538,6.491
Psme1,0.077,0.737,72.050,96.806,128.890,95.651,90.980,131.707
Psme2,0.011,0.947,126.776,141.176,86.340,106.174,108.430,138.142
Psme2b,-0.549,0.130,7.864,8.378,2.910,0.000,4.463,2.394
Psme3,0.021,0.864,37.343,42.794,28.156,40.216,34.561,34.177
Psme4,0.024,0.899,12.185,12.010,6.900,12.792,8.573,10.095
Psmf1,0.151,0.453,6.302,6.073,6.383,4.755,9.067,7.987
Psmg1,0.396,0.281,12.311,17.189,10.413,15.858,13.286,26.937
Psmg2,-0.164,0.589,11.454,22.820,8.936,9.148,14.748,11.010
Psmg3,0.119,0.474,10.762,8.068,8.820,8.508,9.737,12.750
Psmg4,0.093,0.664,32.325,24.242,31.329,21.826,34.275,39.514
Psors1c2,0.307,0.374,0.000,0.000,0.000,0.000,0.000,0.920
Pspc1,0.254,0.564,8.611,5.393,2.270,4.500,5.843,10.554
Psph,0.017,0.943,5.993,5.042,2.544,3.630,4.139,5.898
Pspn,0.805,0.122,0.000,0.000,0.000,0.000,1.051,1.361
Psrc1,0.317,0.578,2.603,0.000,0.000,0.848,1.182,2.345
Pstk,-0.379,0.422,7.780,21.026,4.053,4.630,5.979,8.188
Pstpip1,-0.130,0.555,3.587,2.842,1.424,1.356,2.499,2.498
Pstpip2,-0.007,0.979,1.605,1.100,0.062,0.588,0.948,1.142
Ptafr,-0.488,0.498,0.753,8.279,0.000,0.518,1.382,1.136
Ptar1,-0.430,0.096,4.299,7.460,3.663,3.352,2.549,1.461
Ptbp1,-0.069,0.584,38.889,41.789,53.152,37.911,44.590,40.759
Ptbp2,0.560,0.182,6.856,6.829,1.043,7.653,9.518,7.016
Ptbp3,0.458,0.211,16.077,9.934,5.877,16.346,12.088,18.863
Ptcd1,0.473,0.171,8.801,3.471,3.662,8.022,8.014,8.645
Ptcd2,-0.063,0.765,10.452,8.386,15.911,11.071,11.294,9.789
Ptcd3,0.368,0.327,10.475,4.056,4.027,7.198,10.374,8.691
Ptch1,-0.151,0.465,9.020,4.444,6.699,6.101,4.836,5.603
Ptch2,-0.138,0.577,0.312,0.000,0.890,0.000,0.062,0.571
Ptchd1,0.120,0.743,2.729,4.064,0.468,3.833,2.479,1.997
Ptchd2,0.036,0.828,4.536,5.361,7.797,6.543,5.948,5.786
Ptchd3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ptchd4,-0.261,0.356,0.781,3.150,1.437,0.862,0.863,1.394
Ptcra,0.899,0.089,0.000,0.125,0.230,1.725,0.259,1.363
Ptdss1,0.062,0.556,36.748,27.458,30.421,32.585,32.409,34.770
Ptdss2,-0.214,0.573,21.909,18.691,51.454,22.598,27.526,21.421
Pten,0.143,0.546,23.749,21.135,10.090,20.927,19.039,22.333
Pter,0.391,0.227,0.676,0.672,1.269,0.983,2.504,1.289
Ptf1a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ptf1aos,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ptgdr,0.877,0.072,1.662,0.977,4.414,5.301,4.365,6.178
Ptgdr2,0.146,0.153,0.000,0.000,0.000,0.000,0.286,0.150
Ptgds,-0.116,0.602,20350.300,25434.700,30602.300,14914.400,29284.400,22684.500
Ptger1,-0.168,0.634,30.824,18.183,55.360,25.663,33.454,27.103
Ptger2,-0.326,0.455,0.000,1.966,0.000,0.000,0.312,0.000
Ptger3,-0.272,0.503,1.294,1.251,4.770,1.128,2.345,1.012
Ptger4,-0.081,0.833,0.910,2.380,0.000,0.395,0.774,1.536
Ptges,0.999,0.065,9.503,5.071,4.212,14.346,8.936,16.866
Ptges2,0.004,0.977,12.727,19.486,17.920,17.885,14.205,17.607
Ptges3,0.362,0.076,26.071,17.250,24.871,29.030,34.716,29.550
Ptges3l,-0.100,0.789,1.312,3.535,1.345,3.332,0.834,0.994
Ptgfr,0.168,0.564,6.657,4.202,3.611,4.706,8.165,4.342
Ptgfrn,-0.009,0.951,22.895,15.979,20.662,19.794,16.908,21.814
Ptgir,0.863,0.029,0.695,0.000,0.165,1.545,0.890,1.759
Ptgis,-0.107,0.562,43.521,51.336,69.929,42.647,45.924,57.034
Ptgr1,-0.280,0.287,2.425,5.826,4.864,1.420,3.119,3.943
Ptgr2,0.427,0.211,13.382,5.346,6.517,11.516,11.446,14.077
Ptgs1,0.152,0.506,10.619,4.983,6.868,9.435,8.347,8.358
Ptgs2,0.613,0.179,6.073,6.000,5.649,15.105,7.752,7.190
Ptgs2os,-0.061,0.756,0.000,0.000,0.601,0.000,0.100,0.289
Ptgs2os2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Pth,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Pth1r,-0.226,0.435,26.321,23.501,49.169,24.466,22.053,29.092
Pth2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Pth2r,-0.133,0.617,0.275,0.000,1.188,0.295,0.221,0.366
Pthlh,-0.111,0.634,6.306,6.683,2.926,5.550,3.097,4.944
Ptk2,0.153,0.443,26.810,16.119,19.789,20.857,28.044,23.309
Ptk2b,-0.271,0.108,22.102,25.931,27.330,18.459,22.614,12.432
Ptk6,0.124,0.390,0.000,0.064,0.000,0.402,0.033,0.000
Ptk7,-0.037,0.858,8.078,9.748,6.460,5.097,10.478,7.375
Ptma,-0.147,0.286,1079.360,1197.450,1361.620,928.376,897.259,1247.970
Ptms,-0.214,0.398,827.002,830.196,1477.070,724.994,856.260,869.781
Ptn,-0.130,0.540,210.270,244.908,350.920,197.045,281.682,216.593
Ptov1,-0.284,0.239,50.718,90.052,105.416,51.540,56.549,65.408
Ptp4a1,0.482,0.142,1.868,3.744,5.950,6.316,5.379,6.725
Ptp4a2,0.318,0.312,71.307,59.528,23.473,65.813,63.500,71.772
Ptp4a3,0.631,0.111,31.898,19.360,18.356,31.210,33.025,50.143
Ptpdc1,-0.226,0.290,7.837,6.116,5.017,2.475,5.902,5.476
Ptpmt1,0.080,0.615,25.015,25.764,17.208,28.666,20.530,23.426
Ptpn1,-0.018,0.871,19.864,17.889,16.275,16.449,15.205,20.764
Ptpn11,-0.061,0.710,44.716,40.866,63.264,46.641,46.707,45.244
Ptpn12,0.517,0.051,13.922,14.134,9.500,22.988,15.751,18.987
Ptpn13,-0.159,0.539,7.287,3.988,7.417,2.659,5.982,6.523
Ptpn14,-0.154,0.480,16.939,12.638,23.623,13.199,13.691,17.378
Ptpn18,-0.211,0.505,5.519,11.185,6.752,3.535,4.234,9.822
Ptpn2,0.239,0.418,8.565,4.748,6.088,5.520,8.017,11.038
Ptpn20,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ptpn21,-0.078,0.643,6.012,4.255,7.399,5.659,5.647,4.630
Ptpn22,-0.001,0.998,0.752,1.409,0.253,0.475,1.396,0.487
Ptpn23,0.083,0.617,11.518,9.427,14.323,11.019,14.720,12.400
Ptpn3,0.325,0.200,3.361,2.648,0.964,3.394,3.474,3.202
Ptpn4,0.117,0.714,2.513,3.634,0.592,3.429,2.303,1.989
Ptpn5,0.237,0.336,14.868,22.240,30.518,31.041,27.927,24.630
Ptpn6,0.357,0.329,5.392,5.421,1.552,3.739,6.601,7.217
Ptpn7,-0.107,0.603,0.853,2.034,1.245,0.973,0.637,1.703
Ptpn9,0.146,0.462,10.302,8.026,13.744,14.174,11.870,10.901
Ptpra,-0.105,0.281,51.884,70.958,64.786,56.538,57.009,51.860
Ptprb,-0.089,0.657,122.640,65.675,104.343,81.724,94.397,88.732
Ptprc,0.272,0.264,1.996,1.485,0.904,1.328,2.716,2.270
Ptprcap,-0.179,0.701,3.504,0.000,1.765,0.000,1.751,2.064
Ptprd,-0.094,0.743,27.200,41.984,15.041,29.828,21.285,23.365
Ptpre,0.220,0.382,2.274,4.633,2.779,5.216,2.899,4.158
Ptprf,-0.014,0.954,9.510,10.020,16.859,14.142,11.993,9.435
Ptprg,-0.069,0.654,54.785,34.799,51.154,43.839,42.248,43.831
Ptprh,-0.044,0.745,0.433,0.000,0.136,0.268,0.146,0.000
Ptprj,0.018,0.729,24.681,23.566,22.873,22.105,25.632,23.915
Ptprk,0.131,0.344,15.422,10.562,14.810,15.851,14.647,15.679
Ptprm,-0.033,0.786,48.372,36.920,34.904,36.907,36.055,41.918
Ptprn,-0.169,0.392,71.207,127.424,126.800,99.691,85.496,81.326
Ptprn2,-0.177,0.290,30.282,44.789,45.864,36.444,35.159,26.159
Ptpro,-0.088,0.764,5.362,13.292,5.685,7.020,6.321,8.175
Ptprq,-0.041,0.374,0.127,0.000,0.000,0.000,0.000,0.000
Ptprr,-0.364,0.029,22.456,18.783,20.038,11.387,16.239,9.880
Ptprs,-0.010,0.966,33.043,41.133,65.499,50.452,44.899,41.847
Ptprt,0.136,0.227,4.333,4.289,4.790,6.045,4.833,4.596
Ptprtos,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ptpru,-0.059,0.847,12.700,6.528,19.173,9.897,12.871,13.093
Ptprv,-0.068,0.722,0.652,0.000,0.511,0.000,0.450,0.437
Ptprz1,0.028,0.880,8.416,9.265,5.278,9.390,7.877,6.047
Ptrf,-0.048,0.845,263.736,175.039,359.536,207.737,275.073,274.406
Ptrh1,-0.646,0.032,6.349,4.659,3.396,0.525,2.573,0.000
Ptrh2,-0.070,0.598,4.733,6.342,3.670,4.178,4.884,4.237
Ptrhd1,-0.193,0.616,1.394,0.867,4.002,1.197,0.877,2.390
Pts,-0.216,0.380,18.643,22.822,8.944,11.863,13.138,13.171
Pttg1,-0.230,0.576,31.190,99.992,35.705,35.290,45.704,43.831
Pttg1ip,0.135,0.249,120.467,89.835,104.382,120.224,111.881,122.439
Ptx3,0.688,0.020,0.000,0.000,0.000,0.921,0.325,0.812
Ptx4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Puf60,-0.047,0.755,68.667,58.980,88.595,70.006,71.612,62.747
Pum1,-0.194,0.098,16.572,19.066,21.817,14.889,16.332,14.052
Pum2,0.214,0.263,24.453,15.423,15.388,23.445,21.925,21.679
Pura,-0.399,0.235,13.739,22.007,35.636,18.586,10.846,11.887
Purb,0.159,0.501,24.723,25.522,11.272,25.110,20.796,24.693
Purg,0.002,0.995,6.934,3.781,11.404,8.840,7.244,5.995
Pus1,0.034,0.873,5.396,4.116,7.008,5.512,4.160,7.399
Pus10,0.396,0.125,2.979,4.500,2.039,4.693,3.818,5.729
Pus3,0.886,0.256,2.932,0.960,0.352,6.278,2.392,1.869
Pus7,0.072,0.821,3.066,1.076,1.108,1.009,2.274,2.509
Pus7l,0.594,0.016,0.362,0.000,0.243,0.704,1.185,0.861
Pusl1,-0.025,0.891,6.705,6.365,7.749,4.281,8.419,7.337
Pvalb,-0.305,0.528,16.223,49.064,10.751,19.720,14.760,16.106
Pvr,0.699,0.025,5.639,4.052,3.191,8.284,6.410,9.028
Pvrl1,0.040,0.811,15.324,27.776,21.692,24.339,20.238,21.913
Pvrl2,0.238,0.433,15.250,24.089,14.805,17.852,17.686,31.166
Pvrl3,-0.059,0.774,11.173,6.297,8.883,10.146,7.924,6.330
Pvrl4,0.264,0.417,0.701,0.000,0.321,0.029,0.993,1.070
Pvt1,-0.116,0.638,0.818,0.000,0.000,0.324,0.049,0.000
Pwp1,0.080,0.755,5.016,8.280,7.296,4.191,8.361,9.647
Pwp2,0.191,0.377,4.912,9.084,4.366,7.204,7.573,7.267
Pwwp2a,0.041,0.878,17.324,25.303,12.245,25.213,14.934,16.064
Pwwp2b,-0.153,0.397,22.815,13.990,23.473,17.005,17.404,15.857
Pxdc1,-0.081,0.705,14.794,13.226,20.570,11.994,12.757,19.378
Pxdn,0.615,0.162,5.284,1.109,7.971,8.749,8.429,7.877
Pxk,0.186,0.379,17.342,11.521,9.092,15.618,15.654,13.766
Pxmp2,0.291,0.692,2.445,0.000,14.720,8.455,7.223,7.581
Pxmp4,-0.013,0.949,12.157,12.673,15.063,16.125,8.235,14.593
Pxn,-0.061,0.601,42.172,42.444,50.138,41.494,35.308,48.332
Pxt1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Pxylp1,-0.377,0.297,6.706,14.659,4.264,4.533,4.457,5.527
Pycard,0.086,0.849,5.627,0.000,3.467,2.361,3.719,4.108
Pycr1,-0.067,0.754,0.096,1.126,0.784,0.240,0.668,0.732
Pycr2,-0.123,0.481,18.863,26.370,23.865,14.743,25.777,18.962
Pycrl,-0.129,0.541,12.765,17.153,15.726,8.101,12.654,18.167
Pydc3,0.322,0.175,0.000,0.095,0.046,0.301,0.075,0.765
Pydc4,0.257,0.129,0.000,0.000,0.000,0.451,0.316,0.000
Pygb,-0.029,0.879,43.319,36.850,62.849,47.710,46.502,43.695
Pygl,0.132,0.732,1.329,4.259,0.910,3.377,1.570,2.637
Pygm,-0.095,0.498,30.575,30.655,34.643,21.565,34.536,29.565
Pygo1,-0.362,0.035,7.216,5.910,5.743,4.891,3.261,2.670
Pygo2,0.000,0.998,20.950,15.811,22.049,14.867,20.756,22.778
Pyhin1,-0.006,0.986,0.106,1.286,0.000,0.311,0.254,0.758
Pyroxd1,-0.058,0.602,1.782,1.435,1.406,1.621,0.929,1.581
Pyroxd2,-0.372,0.303,0.000,1.318,2.390,0.479,0.287,0.428
Pyurf,0.021,0.937,2.692,3.545,0.977,1.554,3.020,2.721
Pyy,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Pzp,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Qars,-0.176,0.360,30.664,46.533,24.967,24.589,28.000,29.668
Qdpr,-0.152,0.445,85.118,108.557,54.507,60.459,76.992,68.924
Qk,0.121,0.617,51.914,53.015,22.921,51.418,43.305,46.591
Qpct,0.000,0.999,4.699,5.671,0.849,4.220,2.758,4.014
Qpctl,0.472,0.099,9.581,4.291,6.655,9.716,9.893,11.815
Qprt,0.892,0.312,1.310,0.000,14.989,9.281,11.063,13.549
Qrfp,0.076,0.268,0.000,0.000,0.000,0.035,0.000,0.193
Qrfpr,0.240,0.479,1.197,1.508,0.000,1.049,0.874,2.070
Qrich1,0.692,0.141,15.570,3.885,7.470,13.093,16.686,17.635
Qrich2,-0.229,0.374,0.000,0.000,0.880,0.000,0.000,0.000
Qrsl1,0.255,0.386,1.968,2.571,1.116,3.846,2.014,1.872
Qser1,-0.092,0.744,8.251,6.325,2.391,4.973,5.501,4.434
Qsox1,0.034,0.871,34.039,27.838,48.201,35.082,33.885,44.273
Qsox2,-0.148,0.459,6.497,14.041,10.488,8.403,8.736,8.459
Qtrt1,-0.331,0.552,5.283,5.443,23.334,9.750,7.261,4.738
Qtrtd1,0.267,0.455,0.664,1.571,3.268,2.238,3.484,1.991
R3hcc1,-0.373,0.020,30.662,35.139,35.860,15.347,25.831,20.762
R3hcc1l,0.173,0.425,4.680,3.326,6.924,5.938,6.416,5.562
R3hdm1,0.624,0.038,20.401,16.376,18.582,34.010,33.834,23.034
R3hdm2,-0.119,0.270,58.396,50.696,64.391,54.227,49.852,47.092
R3hdm4,-0.005,0.973,29.391,43.936,31.182,29.118,34.908,38.434
R3hdml,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
R74862,0.351,0.499,2.200,0.000,0.934,2.380,2.603,0.317
Rab1,0.472,0.171,57.896,36.003,20.949,59.579,51.235,57.475
Rab10,0.036,0.849,54.614,53.023,27.938,45.539,45.610,47.323
Rab10os,0.002,0.998,3.690,0.000,8.521,3.429,6.529,2.370
Rab11a,0.157,0.485,42.226,46.949,21.844,37.231,42.559,46.982
Rab11b,-0.028,0.870,28.179,24.541,39.457,29.293,27.969,31.645
Rab11fip1,0.248,0.475,7.325,2.082,9.471,8.052,8.622,7.600
Rab11fip2,0.018,0.947,4.860,7.896,2.467,5.354,4.430,5.464
Rab11fip3,-0.206,0.391,20.161,17.925,33.075,21.053,18.335,16.135
Rab11fip4,-0.087,0.823,13.666,4.370,19.791,14.296,11.436,8.513
Rab11fip4os1,0.075,0.230,0.000,0.000,0.000,0.047,0.176,0.000
Rab11fip4os2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rab11fip5,-0.063,0.757,30.414,17.807,30.441,20.721,23.377,29.015
Rab12,0.126,0.570,47.690,28.309,26.030,38.021,39.775,36.278
Rab13,0.072,0.833,21.052,22.944,9.530,13.918,14.929,27.805
Rab14,0.120,0.435,40.366,44.729,26.475,40.901,44.125,38.331
Rab15,-0.086,0.564,12.415,16.914,20.005,15.122,15.562,13.694
Rab17,-0.069,0.743,0.000,0.000,0.603,0.000,0.361,0.000
Rab18,0.230,0.157,21.691,22.895,14.871,24.502,26.831,21.456
Rab19,0.136,0.776,1.709,0.000,1.225,1.250,2.504,0.000
Rab1b,-0.058,0.732,81.452,87.839,101.827,70.914,71.995,109.853
Rab20,-0.331,0.562,2.001,11.644,1.913,3.958,1.496,3.697
Rab21,-0.011,0.836,26.763,32.291,26.512,28.145,26.531,28.795
Rab22a,0.123,0.651,14.219,15.990,29.151,22.866,19.270,24.471
Rab23,0.093,0.605,5.608,6.002,2.777,5.083,5.510,5.171
Rab24,-0.132,0.641,10.986,21.011,22.753,9.019,17.011,20.609
Rab25,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rab26,0.028,0.962,3.458,0.000,10.678,5.297,4.488,4.959
Rab26os,-0.745,0.438,0.000,153.283,13.620,0.000,20.297,18.537
Rab27a,-0.313,0.239,7.616,8.669,14.211,4.089,7.346,8.416
Rab27b,0.023,0.904,0.677,1.161,0.108,0.654,0.624,0.735
Rab28,-0.023,0.883,28.567,37.853,20.725,28.139,28.715,26.783
Rab29,0.039,0.875,10.632,16.496,9.632,9.715,10.705,17.281
Rab2a,0.101,0.606,55.489,77.476,43.640,51.216,70.411,69.882
Rab2b,0.214,0.310,3.919,2.913,5.669,5.759,5.377,4.575
Rab30,0.041,0.860,3.480,3.800,2.396,4.968,2.389,2.686
Rab31,-0.208,0.255,14.306,23.498,16.347,13.873,10.979,16.783
Rab32,0.630,0.248,1.128,2.596,0.964,1.308,5.051,3.017
Rab33a,0.602,0.154,0.000,1.271,2.370,3.097,2.255,2.216
Rab33b,-0.231,0.259,14.031,18.061,24.461,16.423,11.908,14.041
Rab34,-0.163,0.428,31.847,31.973,26.837,16.163,23.018,35.349
Rab35,-0.058,0.763,27.112,22.861,36.702,30.491,28.827,21.557
Rab36,-0.607,0.011,5.507,7.862,9.302,2.734,2.105,2.158
Rab37,1.024,0.046,0.000,0.000,0.000,0.982,0.421,1.662
Rab38,-0.189,0.374,0.696,0.000,0.000,0.000,0.000,0.000
Rab39,-0.323,0.350,0.283,1.629,0.000,0.269,0.000,0.027
Rab39b,-0.293,0.294,2.340,6.167,3.154,1.920,3.309,1.997
Rab3a,-0.279,0.167,56.065,95.641,92.850,46.761,61.769,64.905
Rab3b,-0.261,0.201,2.792,6.119,5.370,3.075,3.039,3.511
Rab3c,-0.085,0.837,9.521,24.598,6.245,12.589,9.361,13.888
Rab3d,-0.119,0.395,11.380,12.342,15.484,9.268,11.628,12.967
Rab3gap1,0.258,0.330,14.129,7.865,15.869,16.157,19.017,12.969
Rab3gap2,-0.024,0.863,8.933,6.363,7.960,7.608,8.682,6.123
Rab3il1,0.162,0.338,16.764,11.826,16.987,15.565,20.455,17.041
Rab3ip,-0.246,0.136,6.612,9.935,9.952,7.634,6.053,5.317
Rab40b,0.305,0.011,4.603,4.830,4.199,5.434,6.636,6.413
Rab40c,0.083,0.816,8.457,5.761,17.255,13.737,10.413,10.064
Rab42,0.576,0.374,0.000,0.000,0.000,0.000,1.724,0.000
Rab43,-0.054,0.761,11.404,21.413,14.819,12.974,15.111,16.101
Rab44,0.012,0.374,0.000,0.000,0.000,0.000,0.036,0.000
Rab4a,0.007,0.983,19.113,10.265,29.636,17.336,18.800,23.179
Rab4b,-0.033,0.906,49.284,22.069,59.286,42.692,41.223,42.013
Rab5a,-0.339,0.001,36.871,37.024,35.614,21.579,23.135,25.907
Rab5b,-0.101,0.377,57.988,74.440,54.901,48.420,53.910,63.414
Rab5c,-0.013,0.877,78.851,77.590,86.679,72.228,75.390,89.872
Rab6a,0.248,0.136,50.204,50.607,31.895,57.327,50.984,55.662
Rab6b,-0.031,0.663,28.553,26.593,26.164,28.683,25.679,23.463
Rab7,-0.096,0.386,138.432,177.948,136.086,115.767,134.401,153.043
Rab7b,0.163,0.655,4.537,6.133,0.719,5.295,4.357,3.800
Rab8a,-0.042,0.749,42.205,46.439,31.668,31.238,39.615,42.657
Rab8b,0.133,0.625,13.151,8.241,5.651,11.987,8.002,10.687
Rab9,0.092,0.691,11.235,16.563,7.143,13.168,13.929,10.633
Rab9b,-0.125,0.549,0.342,0.781,1.147,0.863,0.646,0.083
Rabac1,-0.204,0.282,436.305,605.205,725.627,401.442,449.769,542.116
Rabep1,0.339,0.152,12.544,8.595,11.370,16.923,16.052,11.176
Rabep2,0.022,0.926,14.115,6.944,14.917,10.957,11.489,14.215
Rabepk,-0.222,0.109,10.191,8.651,9.813,5.232,7.846,8.350
Rabgap1,0.243,0.168,11.775,14.400,7.831,13.316,13.915,15.102
Rabgap1l,0.189,0.548,14.122,12.627,4.947,14.168,14.448,9.000
Rabgef1,-0.060,0.748,9.581,11.175,14.833,8.023,12.234,12.716
Rabggta,0.123,0.734,3.192,8.678,10.487,11.832,6.037,7.303
Rabggtb,0.469,0.197,15.219,8.217,6.149,17.130,15.758,11.472
Rabif,0.128,0.646,13.122,16.058,5.178,13.944,11.168,13.310
