"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","12/285","295/18870",0.00184233476433106,0.0433401537684299,0.0341824249519526,"3976/624/9252/5581/7422/815/57731/3082/63967/814/5743/4803",12
"GO:0045927","GO:0045927","positive regulation of growth","11/285","256/18870",0.00184303802062829,0.0433401537684299,0.0341824249519526,"1382/8153/6387/7042/23327/7422/57731/7472/2263/4803/5357",11
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","4/285","35/18870",0.00184507407411108,0.0433401537684299,0.0341824249519526,"3162/7422/57381/5743",4
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","14/285","377/18870",0.00186914357154958,0.0436048151006704,0.0343911636236087,"624/11221/7453/7042/623/1030/8613/2048/84152/3082/8651/5569/57761/23705",14
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","6/285","86/18870",0.00192745226462907,0.0446592000906572,0.0352227581763937,"9181/672/3162/3082/23017/4803",6
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","5/285","59/18870",0.00195205374656733,0.044796808883731,0.0353312903765125,"4086/7042/7472/26011/2263",5
"GO:0031643","GO:0031643","positive regulation of myelination","3/285","17/18870",0.00198149002606482,0.044796808883731,0.0353312903765125,"1959/26011/118738",3
"GO:0032310","GO:0032310","prostaglandin secretion","3/285","17/18870",0.00198149002606482,0.044796808883731,0.0353312903765125,"5321/5027/5743",3
"GO:0042303","GO:0042303","molting cycle","7/285","117/18870",0.0020102328310744,0.044796808883731,0.0353312903765125,"9079/7042/55366/10468/6662/5743/2263",7
"GO:0042633","GO:0042633","hair cycle","7/285","117/18870",0.0020102328310744,0.044796808883731,0.0353312903765125,"9079/7042/55366/10468/6662/5743/2263",7
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","8/285","150/18870",0.00203473177003128,0.044796808883731,0.0353312903765125,"338773/55603/4086/7130/126820/3082/6662/2263",8
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","4/285","36/18870",0.00205134289897417,0.044796808883731,0.0353312903765125,"3976/55366/7422/6662",4
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","9/285","185/18870",0.00205176223894951,0.044796808883731,0.0353312903765125,"6659/3976/11221/8111/146433/1960/8651/8744/1230",9
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","9/285","185/18870",0.00205176223894951,0.044796808883731,0.0353312903765125,"6659/3976/11221/8111/146433/1960/8651/8744/1230",9
"GO:0007566","GO:0007566","embryo implantation","5/285","60/18870",0.00210365678333437,0.0456372930193432,0.035994181100029,"3976/7422/130399/51673/5743",5
"GO:0006941","GO:0006941","striated muscle contraction","9/285","186/18870",0.00212827759300514,0.0458791992517437,0.0361849728004605,"1193/6324/23327/8654/6444/10008/287/845/134",9
"GO:0032147","GO:0032147","activation of protein kinase activity","6/285","88/18870",0.00216685630965063,0.0464170603186795,0.0366091843907872,"7042/7422/114/9966/150/63967",6
"GO:0019755","GO:0019755","one-carbon compound transport","5/285","61/18870",0.00226367069716973,0.0479482927896629,0.0378168690543683,"9497/360/57181/6563/3039",5
"GO:0003230","GO:0003230","cardiac atrium development","4/285","37/18870",0.00227300616797616,0.0479482927896629,0.0378168690543683,"6659/7042/287/7472",4
"GO:0046849","GO:0046849","bone remodeling","6/285","89/18870",0.00229464818693924,0.0479482927896629,0.0378168690543683,"338773/1901/55366/5027/4982/8200",6
"GO:0055017","GO:0055017","cardiac muscle tissue growth","6/285","89/18870",0.00229464818693924,0.0479482927896629,0.0378168690543683,"4086/7042/1901/7472/26011/2263",6
"GO:0046851","GO:0046851","negative regulation of bone remodeling","3/285","18/18870",0.00235140417121558,0.048538682467638,0.03828251001558,"338773/5027/4982",3
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","3/285","18/18870",0.00235140417121558,0.048538682467638,0.03828251001558,"55366/7422/6662",3
"GO:0030278","GO:0030278","regulation of ossification","7/285","121/18870",0.00243250787161498,0.0499103723537386,0.0393643632743273,"338773/55603/1959/1901/5027/6662/1230",7
